sampling,regime,pair_id,model,ops_total,theme,story_correct,literal_correct,story_bucket,literal_bucket
uniform,on,E2053-E4363,google/gemini-2.5-flash,,signal,True,True,exact,exact
uniform,on,E2053-E4363,meta-llama/llama-3.3-70b-instruct,,signal,False,True,wrong,exact
uniform,on,E2053-E4363,mistralai/mistral-small-3.2-24b-instruct,,signal,True,True,exact,exact
uniform,on,E2053-E4363,openai/gpt-4o-mini,,signal,True,True,exact,exact
uniform,on,E2053-E4363,openai/gpt-5-mini,,signal,True,True,exact,exact
uniform,on,E2053-E4363,qwen/qwen3-32b,,signal,True,True,exact,exact
uniform,on,E2134-E511,anthropic/claude-haiku-4.5,,tea,True,True,exact,exact
uniform,on,E2134-E511,deepseek/deepseek-chat-v3.1,,tea,True,True,exact,exact
uniform,on,E2134-E511,google/gemini-2.5-flash,,tea,True,True,exact,exact
uniform,on,E2134-E511,meta-llama/llama-3.3-70b-instruct,,tea,True,True,correct-swapped,exact
uniform,on,E2134-E511,mistralai/mistral-small-3.2-24b-instruct,,tea,True,True,exact,exact
uniform,on,E2134-E511,openai/gpt-4o-mini,,tea,True,True,exact,exact
uniform,on,E2134-E511,openai/gpt-5-mini,,tea,True,True,exact,exact
uniform,on,E2134-E511,qwen/qwen3-32b,,tea,True,True,exact,exact
uniform,on,E2591-E1676,anthropic/claude-haiku-4.5,,graft,True,True,exact,exact
uniform,on,E2591-E1676,deepseek/deepseek-chat-v3.1,,graft,True,True,exact,exact
uniform,on,E2591-E1676,google/gemini-2.5-flash,,graft,True,True,exact,exact
uniform,on,E2591-E1676,meta-llama/llama-3.3-70b-instruct,,graft,True,True,exact,exact
uniform,on,E2591-E1676,mistralai/mistral-small-3.2-24b-instruct,,graft,True,True,exact,exact
uniform,on,E2591-E1676,openai/gpt-4o-mini,,graft,True,True,exact,exact
uniform,on,E2591-E1676,openai/gpt-5-mini,,graft,True,True,exact,exact
uniform,on,E2591-E1676,qwen/qwen3-32b,,graft,True,True,exact,correct-swapped
uniform,on,E2665-E516,anthropic/claude-haiku-4.5,,graft,True,True,exact,exact
uniform,on,E2665-E516,deepseek/deepseek-chat-v3.1,,graft,True,True,exact,correct-swapped
uniform,on,E2665-E516,google/gemini-2.5-flash,,graft,True,True,correct-swapped,correct-swapped
uniform,on,E2665-E516,meta-llama/llama-3.3-70b-instruct,,graft,True,True,correct-swapped,exact
uniform,on,E2665-E516,mistralai/mistral-small-3.2-24b-instruct,,graft,True,True,correct-swapped,correct-swapped
uniform,on,E2665-E516,openai/gpt-4o-mini,,graft,False,True,unparseable,exact
uniform,on,E2665-E516,openai/gpt-5-mini,,graft,True,True,correct-swapped,exact
uniform,on,E2665-E516,qwen/qwen3-32b,,graft,True,True,exact,correct-swapped
uniform,on,E2705-E3868,anthropic/claude-haiku-4.5,,paint,True,True,exact,exact
uniform,on,E2705-E3868,deepseek/deepseek-chat-v3.1,,paint,True,True,exact,exact
uniform,on,E2705-E3868,google/gemini-2.5-flash,,paint,True,True,exact,correct-swapped
uniform,on,E2705-E3868,meta-llama/llama-3.3-70b-instruct,,paint,True,True,exact,exact
uniform,on,E2705-E3868,mistralai/mistral-small-3.2-24b-instruct,,paint,True,True,exact,exact
uniform,on,E2705-E3868,openai/gpt-4o-mini,,paint,False,True,wrong,exact
uniform,on,E2705-E3868,openai/gpt-5-mini,,paint,True,True,exact,exact
uniform,on,E2705-E3868,qwen/qwen3-32b,,paint,True,True,correct-swapped,exact
uniform,on,E2730-E1999,anthropic/claude-haiku-4.5,,tea,True,True,exact,exact
uniform,on,E2730-E1999,deepseek/deepseek-chat-v3.1,,tea,True,True,exact,exact
uniform,on,E2730-E1999,google/gemini-2.5-flash,,tea,True,True,exact,exact
uniform,on,E2730-E1999,meta-llama/llama-3.3-70b-instruct,,tea,True,True,correct-swapped,exact
uniform,on,E2730-E1999,mistralai/mistral-small-3.2-24b-instruct,,tea,True,True,exact,correct-swapped
uniform,on,E2730-E1999,openai/gpt-4o-mini,,tea,True,True,exact,exact
uniform,on,E2730-E1999,openai/gpt-5-mini,,tea,True,True,exact,exact
uniform,on,E2730-E1999,qwen/qwen3-32b,,tea,True,True,correct-swapped,exact
uniform,on,E2899-E3557,anthropic/claude-haiku-4.5,,paint,True,True,exact,exact
uniform,on,E2899-E3557,deepseek/deepseek-chat-v3.1,,paint,True,True,exact,correct-swapped
uniform,on,E2899-E3557,google/gemini-2.5-flash,,paint,True,True,exact,exact
uniform,on,E2899-E3557,meta-llama/llama-3.3-70b-instruct,,paint,True,True,correct-swapped,exact
uniform,on,E2899-E3557,mistralai/mistral-small-3.2-24b-instruct,,paint,True,True,correct-swapped,exact
uniform,on,E2899-E3557,openai/gpt-4o-mini,,paint,False,True,wrong,exact
uniform,on,E2899-E3557,openai/gpt-5-mini,,paint,True,True,exact,exact
uniform,on,E2899-E3557,qwen/qwen3-32b,,paint,True,True,exact,exact
uniform,on,E3156-E3446,anthropic/claude-haiku-4.5,,tea,True,True,exact,exact
uniform,on,E3156-E3446,deepseek/deepseek-chat-v3.1,,tea,True,True,exact,exact
uniform,on,E3156-E3446,google/gemini-2.5-flash,,tea,True,True,exact,exact
uniform,on,E3156-E3446,meta-llama/llama-3.3-70b-instruct,,tea,True,True,correct-swapped,exact
uniform,on,E3156-E3446,mistralai/mistral-small-3.2-24b-instruct,,tea,True,True,exact,exact
uniform,on,E3156-E3446,openai/gpt-4o-mini,,tea,True,True,exact,exact
uniform,on,E3156-E3446,openai/gpt-5-mini,,tea,True,True,exact,exact
uniform,on,E3156-E3446,qwen/qwen3-32b,,tea,True,True,exact,exact
uniform,on,E3318-E2485,anthropic/claude-haiku-4.5,,paint,True,True,exact,exact
uniform,on,E3318-E2485,deepseek/deepseek-chat-v3.1,,paint,True,True,exact,exact
uniform,on,E3318-E2485,google/gemini-2.5-flash,,paint,True,True,exact,exact
uniform,on,E3318-E2485,meta-llama/llama-3.3-70b-instruct,,paint,True,True,exact,exact
uniform,on,E3318-E2485,mistralai/mistral-small-3.2-24b-instruct,,paint,True,True,exact,correct-swapped
uniform,on,E3318-E2485,openai/gpt-4o-mini,,paint,True,True,exact,exact
uniform,on,E3318-E2485,openai/gpt-5-mini,,paint,True,True,exact,exact
uniform,on,E3318-E2485,qwen/qwen3-32b,,paint,True,True,exact,exact
uniform,on,E332-E2122,anthropic/claude-haiku-4.5,,graft,True,True,exact,exact
uniform,on,E332-E2122,deepseek/deepseek-chat-v3.1,,graft,True,True,exact,exact
uniform,on,E332-E2122,google/gemini-2.5-flash,,graft,True,True,exact,exact
uniform,on,E332-E2122,meta-llama/llama-3.3-70b-instruct,,graft,True,True,exact,exact
uniform,on,E332-E2122,mistralai/mistral-small-3.2-24b-instruct,,graft,True,True,exact,exact
uniform,on,E332-E2122,openai/gpt-4o-mini,,graft,True,True,exact,exact
uniform,on,E332-E2122,openai/gpt-5-mini,,graft,True,True,exact,exact
uniform,on,E332-E2122,qwen/qwen3-32b,,graft,True,True,exact,exact
uniform,on,E3627-E4271,anthropic/claude-haiku-4.5,,tea,True,True,exact,exact
uniform,on,E3627-E4271,deepseek/deepseek-chat-v3.1,,tea,True,True,exact,exact
uniform,on,E3627-E4271,google/gemini-2.5-flash,,tea,True,True,exact,exact
uniform,on,E3627-E4271,meta-llama/llama-3.3-70b-instruct,,tea,True,True,exact,exact
uniform,on,E3627-E4271,mistralai/mistral-small-3.2-24b-instruct,,tea,True,True,exact,exact
uniform,on,E3627-E4271,openai/gpt-4o-mini,,tea,True,True,exact,exact
uniform,on,E3627-E4271,openai/gpt-5-mini,,tea,True,True,exact,exact
uniform,on,E3627-E4271,qwen/qwen3-32b,,tea,True,True,exact,exact
uniform,on,E3670-E748,anthropic/claude-haiku-4.5,,paint,True,True,exact,exact
uniform,on,E3670-E748,deepseek/deepseek-chat-v3.1,,paint,True,True,exact,exact
uniform,on,E3670-E748,google/gemini-2.5-flash,,paint,True,True,exact,exact
uniform,on,E3670-E748,meta-llama/llama-3.3-70b-instruct,,paint,True,True,exact,exact
uniform,on,E3670-E748,mistralai/mistral-small-3.2-24b-instruct,,paint,True,True,exact,exact
uniform,on,E3670-E748,openai/gpt-4o-mini,,paint,True,True,exact,exact
uniform,on,E3670-E748,openai/gpt-5-mini,,paint,True,True,exact,exact
uniform,on,E3670-E748,qwen/qwen3-32b,,paint,True,True,correct-swapped,exact
uniform,on,E3905-E2934,anthropic/claude-haiku-4.5,,paint,True,True,exact,exact
uniform,on,E3905-E2934,deepseek/deepseek-chat-v3.1,,paint,True,True,exact,exact
uniform,on,E3905-E2934,google/gemini-2.5-flash,,paint,True,True,exact,exact
uniform,on,E3905-E2934,meta-llama/llama-3.3-70b-instruct,,paint,True,True,exact,exact
uniform,on,E3905-E2934,mistralai/mistral-small-3.2-24b-instruct,,paint,True,True,exact,exact
uniform,on,E3905-E2934,openai/gpt-4o-mini,,paint,False,True,wrong,exact
uniform,on,E3905-E2934,openai/gpt-5-mini,,paint,True,True,exact,exact
uniform,on,E3905-E2934,qwen/qwen3-32b,,paint,True,True,exact,exact
uniform,on,E4162-E4009,anthropic/claude-haiku-4.5,,graft,True,True,exact,exact
uniform,on,E4162-E4009,deepseek/deepseek-chat-v3.1,,graft,True,True,exact,exact
uniform,on,E4162-E4009,google/gemini-2.5-flash,,graft,True,True,exact,exact
uniform,on,E4162-E4009,meta-llama/llama-3.3-70b-instruct,,graft,True,True,exact,exact
uniform,on,E4162-E4009,mistralai/mistral-small-3.2-24b-instruct,,graft,True,True,exact,exact
uniform,on,E4162-E4009,openai/gpt-4o-mini,,graft,True,True,exact,exact
uniform,on,E4162-E4009,openai/gpt-5-mini,,graft,True,True,exact,exact
uniform,on,E4162-E4009,qwen/qwen3-32b,,graft,True,True,exact,exact
uniform,on,E4189-E3981,anthropic/claude-haiku-4.5,,graft,True,True,exact,exact
uniform,on,E4189-E3981,google/gemini-2.5-flash,,graft,True,True,exact,exact
uniform,on,E4189-E3981,meta-llama/llama-3.3-70b-instruct,,graft,True,True,exact,exact
uniform,on,E4189-E3981,mistralai/mistral-small-3.2-24b-instruct,,graft,True,True,exact,exact
uniform,on,E4189-E3981,openai/gpt-4o-mini,,graft,True,True,exact,exact
uniform,on,E4189-E3981,openai/gpt-5-mini,,graft,True,True,exact,exact
uniform,on,E4189-E3981,qwen/qwen3-32b,,graft,True,True,exact,exact
uniform,on,E4495-E116,anthropic/claude-haiku-4.5,,tea,True,True,exact,exact
uniform,on,E4495-E116,deepseek/deepseek-chat-v3.1,,tea,True,True,exact,exact
uniform,on,E4495-E116,google/gemini-2.5-flash,,tea,True,True,exact,exact
uniform,on,E4495-E116,meta-llama/llama-3.3-70b-instruct,,tea,True,True,exact,exact
uniform,on,E4495-E116,mistralai/mistral-small-3.2-24b-instruct,,tea,True,True,exact,exact
uniform,on,E4495-E116,openai/gpt-4o-mini,,tea,True,True,exact,exact
uniform,on,E4495-E116,openai/gpt-5-mini,,tea,True,True,exact,exact
uniform,on,E4495-E116,qwen/qwen3-32b,,tea,True,True,exact,exact
uniform,on,E4527-E3908,anthropic/claude-haiku-4.5,,signal,True,True,exact,exact
uniform,on,E4527-E3908,deepseek/deepseek-chat-v3.1,,signal,True,True,exact,exact
uniform,on,E4527-E3908,google/gemini-2.5-flash,,signal,True,True,exact,exact
uniform,on,E4527-E3908,meta-llama/llama-3.3-70b-instruct,,signal,True,True,exact,exact
uniform,on,E4527-E3908,mistralai/mistral-small-3.2-24b-instruct,,signal,True,True,exact,exact
uniform,on,E4527-E3908,openai/gpt-4o-mini,,signal,True,True,exact,exact
uniform,on,E4527-E3908,openai/gpt-5-mini,,signal,True,True,exact,exact
uniform,on,E4527-E3908,qwen/qwen3-32b,,signal,True,True,exact,exact
uniform,on,E4586-E825,anthropic/claude-haiku-4.5,,tea,True,True,exact,exact
uniform,on,E4586-E825,deepseek/deepseek-chat-v3.1,,tea,True,True,exact,exact
uniform,on,E4586-E825,google/gemini-2.5-flash,,tea,True,True,exact,exact
uniform,on,E4586-E825,meta-llama/llama-3.3-70b-instruct,,tea,True,True,exact,exact
uniform,on,E4586-E825,mistralai/mistral-small-3.2-24b-instruct,,tea,True,True,exact,exact
uniform,on,E4586-E825,openai/gpt-4o-mini,,tea,True,True,exact,exact
uniform,on,E4586-E825,openai/gpt-5-mini,,tea,True,True,exact,exact
uniform,on,E4586-E825,qwen/qwen3-32b,,tea,True,True,correct-swapped,exact
uniform,on,E660-E2622,anthropic/claude-haiku-4.5,,tea,True,True,exact,exact
uniform,on,E660-E2622,deepseek/deepseek-chat-v3.1,,tea,True,True,exact,exact
uniform,on,E660-E2622,google/gemini-2.5-flash,,tea,True,True,exact,exact
uniform,on,E660-E2622,meta-llama/llama-3.3-70b-instruct,,tea,True,True,correct-swapped,exact
uniform,on,E660-E2622,mistralai/mistral-small-3.2-24b-instruct,,tea,True,True,exact,exact
uniform,on,E660-E2622,openai/gpt-4o-mini,,tea,True,True,exact,exact
uniform,on,E660-E2622,openai/gpt-5-mini,,tea,True,True,exact,exact
uniform,on,E660-E2622,qwen/qwen3-32b,,tea,True,True,correct-swapped,exact
uniform,on,E765-E3268,anthropic/claude-haiku-4.5,,paint,True,True,exact,exact
uniform,on,E765-E3268,deepseek/deepseek-chat-v3.1,,paint,True,True,exact,correct-swapped
uniform,on,E765-E3268,google/gemini-2.5-flash,,paint,True,True,correct-swapped,exact
uniform,on,E765-E3268,meta-llama/llama-3.3-70b-instruct,,paint,True,True,exact,exact
uniform,on,E765-E3268,mistralai/mistral-small-3.2-24b-instruct,,paint,True,True,exact,exact
uniform,on,E765-E3268,openai/gpt-4o-mini,,paint,False,True,wrong,exact
uniform,on,E765-E3268,openai/gpt-5-mini,,paint,True,True,exact,exact
uniform,on,E765-E3268,qwen/qwen3-32b,,paint,True,True,exact,exact
uniform,on,E810-E605,anthropic/claude-haiku-4.5,,signal,True,True,exact,exact
uniform,on,E810-E605,deepseek/deepseek-chat-v3.1,,signal,True,True,exact,exact
uniform,on,E810-E605,google/gemini-2.5-flash,,signal,True,True,exact,correct-swapped
uniform,on,E810-E605,meta-llama/llama-3.3-70b-instruct,,signal,True,True,exact,exact
uniform,on,E810-E605,mistralai/mistral-small-3.2-24b-instruct,,signal,True,True,exact,exact
uniform,on,E810-E605,openai/gpt-4o-mini,,signal,True,True,exact,exact
uniform,on,E810-E605,openai/gpt-5-mini,,signal,True,True,exact,exact
uniform,on,E810-E605,qwen/qwen3-32b,,signal,True,True,exact,exact
uniform,on,E894-E2470,anthropic/claude-haiku-4.5,,paint,True,True,exact,exact
uniform,on,E894-E2470,deepseek/deepseek-chat-v3.1,,paint,True,True,exact,exact
uniform,on,E894-E2470,google/gemini-2.5-flash,,paint,True,True,exact,exact
uniform,on,E894-E2470,meta-llama/llama-3.3-70b-instruct,,paint,True,False,correct-swapped,unparseable
uniform,on,E894-E2470,mistralai/mistral-small-3.2-24b-instruct,,paint,True,True,exact,exact
uniform,on,E894-E2470,openai/gpt-4o-mini,,paint,False,True,wrong,exact
uniform,on,E894-E2470,openai/gpt-5-mini,,paint,True,True,exact,exact
uniform,on,E894-E2470,qwen/qwen3-32b,,paint,True,True,exact,exact
stratified,off,E1-E3032,anthropic/claude-haiku-4.5,4,tea,False,True,wrong,exact
stratified,off,E1-E3032,deepseek/deepseek-chat-v3.1,4,tea,True,False,exact,wrong
stratified,off,E1-E3032,google/gemini-2.5-flash,4,tea,False,False,wrong,unparseable
stratified,off,E1-E3032,meta-llama/llama-3.3-70b-instruct,4,tea,False,False,wrong,wrong
stratified,off,E1-E3032,mistralai/mistral-small-3.2-24b-instruct,4,tea,False,True,wrong,exact
stratified,off,E1-E3032,openai/gpt-4o-mini,4,tea,False,True,wrong,exact
stratified,off,E1-E3032,openai/gpt-5-mini,4,tea,False,False,wrong,wrong
stratified,off,E1-E3032,qwen/qwen3-32b,4,tea,False,False,wrong,wrong
stratified,off,E1-E94,anthropic/claude-haiku-4.5,3,paint,True,True,exact,exact
stratified,off,E1-E94,deepseek/deepseek-chat-v3.1,3,paint,True,True,exact,exact
stratified,off,E1-E94,google/gemini-2.5-flash,3,paint,True,True,exact,exact
stratified,off,E1-E94,meta-llama/llama-3.3-70b-instruct,3,paint,True,True,exact,exact
stratified,off,E1-E94,mistralai/mistral-small-3.2-24b-instruct,3,paint,True,True,exact,exact
stratified,off,E1-E94,openai/gpt-4o-mini,3,paint,True,True,exact,exact
stratified,off,E1-E94,openai/gpt-5-mini,3,paint,True,True,exact,exact
stratified,off,E1-E94,qwen/qwen3-32b,3,paint,False,True,wrong,exact
stratified,off,E10-E1068,anthropic/claude-haiku-4.5,6,tea,False,True,wrong,correct-swapped
stratified,off,E10-E1068,deepseek/deepseek-chat-v3.1,6,tea,True,True,correct-swapped,correct-swapped
stratified,off,E10-E1068,google/gemini-2.5-flash,6,tea,False,False,wrong,wrong
stratified,off,E10-E1068,meta-llama/llama-3.3-70b-instruct,6,tea,True,True,correct-swapped,exact
stratified,off,E10-E1068,mistralai/mistral-small-3.2-24b-instruct,6,tea,False,False,wrong,wrong
stratified,off,E10-E1068,openai/gpt-4o-mini,6,tea,False,False,unparseable,wrong
stratified,off,E10-E1068,openai/gpt-5-mini,6,tea,False,True,wrong,correct-swapped
stratified,off,E10-E1068,qwen/qwen3-32b,6,tea,False,True,wrong,correct-swapped
stratified,off,E1085-E213,anthropic/claude-haiku-4.5,7,graft,False,False,wrong,wrong
stratified,off,E1085-E213,deepseek/deepseek-chat-v3.1,7,graft,False,False,wrong,unparseable
stratified,off,E1085-E213,google/gemini-2.5-flash,7,graft,True,False,correct-swapped,wrong
stratified,off,E1085-E213,meta-llama/llama-3.3-70b-instruct,7,graft,False,True,wrong,exact
stratified,off,E1085-E213,mistralai/mistral-small-3.2-24b-instruct,7,graft,False,False,wrong,unparseable
stratified,off,E1085-E213,openai/gpt-4o-mini,7,graft,False,False,wrong,wrong
stratified,off,E1085-E213,openai/gpt-5-mini,7,graft,False,True,wrong,exact
stratified,off,E1085-E213,qwen/qwen3-32b,7,graft,False,False,wrong,wrong
stratified,off,E12-E20,anthropic/claude-haiku-4.5,4,paint,True,True,correct-swapped,correct-swapped
stratified,off,E12-E20,deepseek/deepseek-chat-v3.1,4,paint,True,True,exact,correct-swapped
stratified,off,E12-E20,google/gemini-2.5-flash,4,paint,True,True,exact,correct-swapped
stratified,off,E12-E20,meta-llama/llama-3.3-70b-instruct,4,paint,True,False,correct-swapped,wrong
stratified,off,E12-E20,mistralai/mistral-small-3.2-24b-instruct,4,paint,True,True,correct-swapped,correct-swapped
stratified,off,E12-E20,openai/gpt-4o-mini,4,paint,False,True,wrong,exact
stratified,off,E12-E20,openai/gpt-5-mini,4,paint,False,True,wrong,exact
stratified,off,E12-E20,qwen/qwen3-32b,4,paint,True,True,correct-swapped,exact
stratified,off,E13-E1477,anthropic/claude-haiku-4.5,6,signal,True,True,correct-swapped,correct-swapped
stratified,off,E13-E1477,deepseek/deepseek-chat-v3.1,6,signal,False,True,wrong,correct-swapped
stratified,off,E13-E1477,google/gemini-2.5-flash,6,signal,True,True,correct-swapped,exact
stratified,off,E13-E1477,meta-llama/llama-3.3-70b-instruct,6,signal,False,True,wrong,exact
stratified,off,E13-E1477,mistralai/mistral-small-3.2-24b-instruct,6,signal,False,False,wrong,wrong
stratified,off,E13-E1477,openai/gpt-4o-mini,6,signal,False,True,wrong,exact
stratified,off,E13-E1477,openai/gpt-5-mini,6,signal,False,True,wrong,exact
stratified,off,E13-E1477,qwen/qwen3-32b,6,signal,False,True,wrong,exact
stratified,off,E1370-E2217,anthropic/claude-haiku-4.5,8,paint,False,False,wrong,wrong
stratified,off,E1370-E2217,deepseek/deepseek-chat-v3.1,8,paint,False,True,wrong,correct-swapped
stratified,off,E1370-E2217,google/gemini-2.5-flash,8,paint,True,True,correct-swapped,exact
stratified,off,E1370-E2217,meta-llama/llama-3.3-70b-instruct,8,paint,True,True,correct-swapped,exact
stratified,off,E1370-E2217,mistralai/mistral-small-3.2-24b-instruct,8,paint,False,False,unparseable,wrong
stratified,off,E1370-E2217,openai/gpt-4o-mini,8,paint,False,False,wrong,wrong
stratified,off,E1370-E2217,openai/gpt-5-mini,8,paint,False,False,wrong,wrong
stratified,off,E1370-E2217,qwen/qwen3-32b,8,paint,False,False,wrong,wrong
stratified,off,E14-E2,anthropic/claude-haiku-4.5,2,tea,True,True,correct-swapped,correct-swapped
stratified,off,E14-E2,deepseek/deepseek-chat-v3.1,2,tea,True,True,exact,correct-swapped
stratified,off,E14-E2,google/gemini-2.5-flash,2,tea,True,True,exact,exact
stratified,off,E14-E2,meta-llama/llama-3.3-70b-instruct,2,tea,True,True,correct-swapped,exact
stratified,off,E14-E2,mistralai/mistral-small-3.2-24b-instruct,2,tea,False,True,wrong,correct-swapped
stratified,off,E14-E2,openai/gpt-4o-mini,2,tea,True,True,exact,exact
stratified,off,E14-E2,openai/gpt-5-mini,2,tea,True,True,exact,correct-swapped
stratified,off,E14-E2,qwen/qwen3-32b,2,tea,True,True,exact,correct-swapped
stratified,off,E157-E3846,anthropic/claude-haiku-4.5,7,tea,False,True,wrong,correct-swapped
stratified,off,E157-E3846,deepseek/deepseek-chat-v3.1,7,tea,False,True,wrong,correct-swapped
stratified,off,E157-E3846,google/gemini-2.5-flash,7,tea,True,True,exact,exact
stratified,off,E157-E3846,meta-llama/llama-3.3-70b-instruct,7,tea,False,True,wrong,exact
stratified,off,E157-E3846,mistralai/mistral-small-3.2-24b-instruct,7,tea,False,False,wrong,wrong
stratified,off,E157-E3846,openai/gpt-4o-mini,7,tea,False,False,wrong,wrong
stratified,off,E157-E3846,openai/gpt-5-mini,7,tea,False,True,unparseable,exact
stratified,off,E157-E3846,qwen/qwen3-32b,7,tea,False,False,wrong,wrong
stratified,off,E1807-E3135,anthropic/claude-haiku-4.5,8,paint,False,False,wrong,wrong
stratified,off,E1807-E3135,deepseek/deepseek-chat-v3.1,8,paint,False,False,wrong,wrong
stratified,off,E1807-E3135,google/gemini-2.5-flash,8,paint,False,True,wrong,exact
stratified,off,E1807-E3135,meta-llama/llama-3.3-70b-instruct,8,paint,False,False,wrong,wrong
stratified,off,E1807-E3135,mistralai/mistral-small-3.2-24b-instruct,8,paint,False,False,unparseable,wrong
stratified,off,E1807-E3135,openai/gpt-4o-mini,8,paint,False,False,wrong,wrong
stratified,off,E1807-E3135,openai/gpt-5-mini,8,paint,False,True,wrong,exact
stratified,off,E1807-E3135,qwen/qwen3-32b,8,paint,False,False,wrong,wrong
stratified,off,E19-E681,anthropic/claude-haiku-4.5,6,paint,False,False,wrong,wrong
stratified,off,E19-E681,deepseek/deepseek-chat-v3.1,6,paint,True,True,correct-swapped,exact
stratified,off,E19-E681,google/gemini-2.5-flash,6,paint,True,True,correct-swapped,correct-swapped
stratified,off,E19-E681,meta-llama/llama-3.3-70b-instruct,6,paint,True,False,correct-swapped,wrong
stratified,off,E19-E681,mistralai/mistral-small-3.2-24b-instruct,6,paint,True,False,correct-swapped,wrong
stratified,off,E19-E681,openai/gpt-4o-mini,6,paint,False,False,wrong,wrong
stratified,off,E19-E681,openai/gpt-5-mini,6,paint,False,True,wrong,exact
stratified,off,E19-E681,qwen/qwen3-32b,6,paint,False,True,wrong,correct-swapped
stratified,off,E2-E4,anthropic/claude-haiku-4.5,1,tea,True,True,exact,exact
stratified,off,E2-E4,deepseek/deepseek-chat-v3.1,1,tea,True,True,exact,exact
stratified,off,E2-E4,google/gemini-2.5-flash,1,tea,True,True,exact,exact
stratified,off,E2-E4,meta-llama/llama-3.3-70b-instruct,1,tea,True,True,exact,exact
stratified,off,E2-E4,mistralai/mistral-small-3.2-24b-instruct,1,tea,True,True,exact,exact
stratified,off,E2-E4,openai/gpt-4o-mini,1,tea,True,True,exact,exact
stratified,off,E2-E4,openai/gpt-5-mini,1,tea,True,True,exact,exact
stratified,off,E2-E4,qwen/qwen3-32b,1,tea,False,True,wrong,exact
stratified,off,E2-E42,anthropic/claude-haiku-4.5,2,paint,True,True,exact,exact
stratified,off,E2-E42,deepseek/deepseek-chat-v3.1,2,paint,True,True,exact,exact
stratified,off,E2-E42,google/gemini-2.5-flash,2,paint,True,True,exact,exact
stratified,off,E2-E42,meta-llama/llama-3.3-70b-instruct,2,paint,True,True,exact,exact
stratified,off,E2-E42,mistralai/mistral-small-3.2-24b-instruct,2,paint,True,True,exact,exact
stratified,off,E2-E42,openai/gpt-4o-mini,2,paint,True,True,exact,exact
stratified,off,E2-E42,openai/gpt-5-mini,2,paint,True,True,exact,exact
stratified,off,E2-E42,qwen/qwen3-32b,2,paint,False,False,wrong,wrong
stratified,off,E217-E1,anthropic/claude-haiku-4.5,3,tea,False,True,wrong,correct-swapped
stratified,off,E217-E1,deepseek/deepseek-chat-v3.1,3,tea,True,True,exact,correct-swapped
stratified,off,E217-E1,google/gemini-2.5-flash,3,tea,True,True,correct-swapped,correct-swapped
stratified,off,E217-E1,meta-llama/llama-3.3-70b-instruct,3,tea,False,True,wrong,exact
stratified,off,E217-E1,mistralai/mistral-small-3.2-24b-instruct,3,tea,False,False,wrong,wrong
stratified,off,E217-E1,openai/gpt-4o-mini,3,tea,False,True,wrong,exact
stratified,off,E217-E1,openai/gpt-5-mini,3,tea,True,False,exact,unparseable
stratified,off,E217-E1,qwen/qwen3-32b,3,tea,False,True,wrong,correct-swapped
stratified,off,E2203-E781,anthropic/claude-haiku-4.5,8,signal,False,True,wrong,correct-swapped
stratified,off,E2203-E781,deepseek/deepseek-chat-v3.1,8,signal,True,True,correct-swapped,correct-swapped
stratified,off,E2203-E781,google/gemini-2.5-flash,8,signal,False,True,wrong,exact
stratified,off,E2203-E781,meta-llama/llama-3.3-70b-instruct,8,signal,False,False,wrong,wrong
stratified,off,E2203-E781,mistralai/mistral-small-3.2-24b-instruct,8,signal,False,False,unparseable,unparseable
stratified,off,E2203-E781,openai/gpt-4o-mini,8,signal,False,False,wrong,wrong
stratified,off,E2203-E781,openai/gpt-5-mini,8,signal,False,False,wrong,wrong
stratified,off,E2203-E781,qwen/qwen3-32b,8,signal,False,False,wrong,unparseable
stratified,off,E2227-E1,anthropic/claude-haiku-4.5,4,tea,False,False,wrong,wrong
stratified,off,E2227-E1,deepseek/deepseek-chat-v3.1,4,tea,True,True,correct-swapped,correct-swapped
stratified,off,E2227-E1,google/gemini-2.5-flash,4,tea,True,True,correct-swapped,correct-swapped
stratified,off,E2227-E1,meta-llama/llama-3.3-70b-instruct,4,tea,True,True,exact,exact
stratified,off,E2227-E1,mistralai/mistral-small-3.2-24b-instruct,4,tea,False,True,unparseable,correct-swapped
stratified,off,E2227-E1,openai/gpt-4o-mini,4,tea,False,False,wrong,unparseable
stratified,off,E2227-E1,openai/gpt-5-mini,4,tea,False,False,wrong,wrong
stratified,off,E2227-E1,qwen/qwen3-32b,4,tea,False,False,wrong,wrong
stratified,off,E2401-E543,anthropic/claude-haiku-4.5,8,tea,False,True,wrong,correct-swapped
stratified,off,E2401-E543,deepseek/deepseek-chat-v3.1,8,tea,True,True,exact,correct-swapped
stratified,off,E2401-E543,google/gemini-2.5-flash,8,tea,False,False,wrong,wrong
stratified,off,E2401-E543,meta-llama/llama-3.3-70b-instruct,8,tea,False,True,wrong,exact
stratified,off,E2401-E543,mistralai/mistral-small-3.2-24b-instruct,8,tea,False,False,wrong,wrong
stratified,off,E2401-E543,openai/gpt-4o-mini,8,tea,False,False,wrong,unparseable
stratified,off,E2401-E543,openai/gpt-5-mini,8,tea,False,False,wrong,unparseable
stratified,off,E2401-E543,qwen/qwen3-32b,8,tea,False,False,wrong,wrong
stratified,off,E2541-E38,anthropic/claude-haiku-4.5,6,signal,False,False,wrong,wrong
